WaveTrajectory,PtIndex,Lat,Lon,Time
1,0,25.0644588470459,-35.368896484375,2000010100
1,1,24.4805755615234,-36.7716369628906,2000010103
1,2,24.6490421295166,-37.8828735351563,2000010106
1,3,24.1221942901611,-38.7530212402344,2000010109
1,4,24.3689155578613,-40.0229187011719,2000010112
1,5,24.5086231231689,-41.2147521972656,2000010115
1,6,23.8975677490234,-42.6487121582031,2000010118
1,7,23.7662982940674,-43.726806640625,2000010121
1,8,24.1867332458496,-44.943115234375,2000010200
1,9,23.9441719055176,-45.7662048339844,2000010203
1,10,22.3670063018799,-46.2218322753906,2000010206
1,11,21.903564453125,-47.1095886230469,2000010209
1,12,21.9040794372559,-48.5971069335938,2000010212
1,13,21.3650074005127,-49.5953979492188,2000010215
1,14,21.0884304046631,-50.4456176757813,2000010218
1,15,20.3901023864746,-51.0549926757813,2000010221
1,16,20.2126026153564,-52.4672241210938,2000010300
1,17,20.6830711364746,-54.0952758789063,2000010303
1,18,20.4546127319336,-54.79052734375,2000010306
1,19,19.468900680542,-55.6907348632813,2000010309
1,20,19.6444053649902,-57.60595703125,2000010312
5,53,25.1442794799805,-33.3982849121094,2000012415
5,54,24.3827037811279,-33.2510681152344,2000012418
5,55,23.8339920043945,-33.281982421875,2000012421
5,56,23.5793190002441,-33.481201171875,2000012500
5,57,23.1802463531494,-33.3753662109375,2000012503
5,58,22.3261241912842,-33.1786499023438,2000012506
5,59,22.2001342773438,-34.1126708984375,2000012509
5,60,21.9282131195068,-34.5639953613281,2000012512
5,61,21.232494354248,-34.4723510742188,2000012515
8,0,17.6396827697754,-20.23193359375,2000013003
8,1,17.4457893371582,-21.4402160644531,2000013006
8,2,16.6720962524414,-20.3458251953125,2000013009
8,3,16.195333480835,-20.9993896484375,2000013012
8,4,16.1724948883057,-21.2178649902344,2000013015
8,5,15.9412508010864,-21.473876953125,2000013018
8,6,15.7419919967651,-21.8113098144531,2000013021
8,7,15.6375770568848,-22.3440856933594,2000013100
8,8,15.2008581161499,-22.3960571289063,2000013103
8,9,14.6155881881714,-21.9051208496094,2000013106
8,10,13.992226600647,-22.3678894042969,2000013109
8,11,13.5893363952637,-23.2069091796875,2000013112
8,12,13.7030935287476,-24.22705078125,2000013115
8,13,13.7900009155273,-25.1908874511719,2000013118
8,14,13.623423576355,-26.4583435058594,2000013121
8,15,13.2454881668091,-27.6856994628906,2000020100
8,16,13.4252271652222,-28.9576721191406,2000020103
8,17,13.0090398788452,-30.0408630371094,2000020106
8,18,12.3304481506348,-30.9607849121094,2000020109
8,19,11.9946775436401,-32.0059814453125,2000020112
8,20,11.8928375244141,-33.2432556152344,2000020115
8,21,11.5946578979492,-33.5986938476563,2000020118
8,22,11.4801321029663,-34.0989685058594,2000020121
8,23,11.8522024154663,-34.6897888183594,2000020200
8,24,12.1563358306885,-35.7622985839844,2000020203
8,25,11.9466896057129,-37.3768005371094,2000020206
8,26,11.9026174545288,-37.8525390625,2000020209
8,27,11.7706804275513,-38.03076171875,2000020212
8,28,11.7714357376099,-38.1765441894531,2000020215
8,29,12.0163698196411,-38.4338989257813,2000020218
8,30,12.5994024276733,-38.8364868164063,2000020221
10,0,22.2992324829102,-20.7403869628906,2000020421
10,1,22.0754795074463,-21.9156799316406,2000020500
10,2,21.458194732666,-23.1044006347656,2000020503
10,3,21.4823913574219,-24.2657775878906,2000020506
10,4,22.5161285400391,-25.3565063476563,2000020509
10,5,22.1213035583496,-26.5602416992188,2000020512
10,6,20.9173564910889,-27.9118041992188,2000020515
10,7,20.1712741851807,-29.068115234375,2000020518
10,8,19.3783283233643,-30.2884216308594,2000020521
10,9,19.4925937652588,-31.1962585449219,2000020600
10,10,20.1036987304688,-31.8731384277344,2000020603
10,11,17.1192111968994,-32.7721862792969,2000020606
10,12,17.1757545471191,-33.4330749511719,2000020609
10,13,17.1608390808105,-34.7826232910156,2000020612
10,14,17.0382499694824,-35.8226623535156,2000020615
10,15,15.7941741943359,-36.7840270996094,2000020618
11,8,24.1140785217285,-19.8966369628906,2000020521
11,9,23.4723663330078,-21.1908874511719,2000020600
11,10,24.3069286346436,-22.2266845703125,2000020603
12,1,4.86017894744873,-23.9177551269531,2000020618
12,2,5.56540393829346,-24.130615234375,2000020621
12,3,6.1855731010437,-24.4965515136719,2000020700
12,4,5.87874412536621,-25.4196472167969,2000020703
12,5,6.21622180938721,-26.0179138183594,2000020706
12,6,6.01946496963501,-26.7783508300781,2000020709
12,7,5.74415397644043,-27.2445983886719,2000020712
12,8,5.33293199539185,-27.5384521484375,2000020715
12,9,4.9346079826355,-27.8286437988281,2000020718
12,10,5.29461097717285,-27.6073303222656,2000020721
12,11,5.19771385192871,-28.2157897949219,2000020800
12,15,4.9575309753418,-30.2019958496094,2000020812
12,16,4.8978419303894,-30.8603210449219,2000020815
12,17,4.87151098251343,-31.6656799316406,2000020818
12,18,5.33614778518677,-32.2820739746094,2000020821
12,19,6.05018281936646,-32.7415161132813,2000020900
12,20,6.51062679290771,-33.3813171386719,2000020903
12,21,6.60395812988281,-33.8221130371094,2000020906
12,22,6.59656810760498,-34.7630310058594,2000020909
12,23,6.53950500488281,-35.5499267578125,2000020912
12,24,6.42087888717651,-36.077392578125,2000020915
12,25,7.02633905410767,-37.0328369140625,2000020918
12,26,7.72227096557617,-37.7931213378906,2000020921
12,27,8.30360698699951,-38.5452270507813,2000021000
12,28,7.63643598556519,-39.3021545410156,2000021003
12,29,6.7536358833313,-39.6309814453125,2000021006
14,9,22.6691627502441,-20.8137512207031,2000020721
14,10,23.5794143676758,-21.6707153320313,2000020800
14,11,23.9023590087891,-22.5450439453125,2000020803
14,12,23.1515064239502,-23.7587280273438,2000020806
14,13,23.0450305938721,-25.1830749511719,2000020809
14,14,22.8328762054443,-26.5630798339844,2000020812
14,15,21.7179222106934,-27.9087829589844,2000020815
14,16,21.6797885894775,-29.0306701660156,2000020818
14,17,21.0473079681396,-30.1202392578125,2000020821
14,18,20.400541305542,-31.1295166015625,2000020900
14,19,19.8612461090088,-32.0938110351563,2000020903
14,20,19.6887874603271,-33.1737060546875,2000020906
14,21,19.2175693511963,-33.8766479492188,2000020909
14,22,18.834135055542,-34.4676208496094,2000020912
14,23,18.2600746154785,-35.3392028808594,2000020915
14,24,17.8244934082031,-36.3253784179688,2000020918
14,25,16.9685611724854,-37.1133728027344,2000020921
14,26,16.0669555664063,-37.5146484375,2000021000
14,27,15.7216320037842,-38.0863952636719,2000021003
14,28,15.557014465332,-39.1932678222656,2000021006
14,29,15.0884618759155,-39.6011047363281,2000021009
14,30,14.8465156555176,-40.1915588378906,2000021012
14,31,13.9613666534424,-40.8627014160156,2000021015
14,32,12.9374971389771,-42.1690063476563,2000021018
14,33,12.4290981292725,-42.1993713378906,2000021021
14,34,12.4646816253662,-42.5225524902344,2000021100
14,35,13.2061262130737,-42.6882019042969,2000021103
17,1,24.7689628601074,-19.9880676269531,2000021200
17,2,24.5161285400391,-21.0151062011719,2000021203
17,3,24.7917385101318,-21.1587219238281,2000021206
17,10,24.9641933441162,-24.8973388671875,2000021303
17,11,24.6134738922119,-24.9699096679688,2000021306
17,12,24.797550201416,-25.4617004394531,2000021309
17,13,24.6914920806885,-26.0268249511719,2000021312
17,14,24.5587902069092,-26.3289794921875,2000021315
17,15,24.1067085266113,-26.5831909179688,2000021318
17,16,22.8939399719238,-26.3161315917969,2000021321
17,17,21.9515914916992,-26.3573913574219,2000021400
17,18,21.5278968811035,-26.3298034667969,2000021403
17,19,21.7243633270264,-25.4195556640625,2000021406
17,20,21.6313629150391,-25.0957336425781,2000021409
17,21,21.405797958374,-25.5680541992188,2000021412
17,22,21.0275764465332,-25.5578308105469,2000021415
17,23,21.0006465911865,-25.4567260742188,2000021418
17,24,21.1050281524658,-25.5529174804688,2000021421
17,25,21.5742206573486,-25.7344970703125,2000021500
17,26,21.9948997497559,-25.98583984375,2000021503
17,27,22.4243583679199,-26.1779479980469,2000021506
17,28,22.9290637969971,-26.4717407226563,2000021509
17,29,22.9939708709717,-26.8173522949219,2000021512
17,30,22.994026184082,-27.0543212890625,2000021515
17,31,23.0513954162598,-26.9850769042969,2000021518
17,32,23.1762561798096,-27.0865783691406,2000021521
17,33,23.2511253356934,-27.2775268554688,2000021600
17,34,23.2589492797852,-27.3740844726563,2000021603
17,35,23.4880847930908,-27.4961547851563,2000021606
17,36,24.044319152832,-27.4179077148438,2000021609
17,37,24.496826171875,-27.4865417480469,2000021612
17,38,24.8454971313477,-27.7237854003906,2000021615
17,66,24.8171787261963,-27.2878112792969,2000022003
17,67,23.6607799530029,-28.3090209960938,2000022006
17,68,22.5935039520264,-28.8499450683594,2000022009
17,69,21.9269351959229,-29.0700988769531,2000022012
17,70,21.1662330627441,-30.428955078125,2000022015
17,71,20.2995128631592,-32.154052734375,2000022018
19,6,21.0099906921387,-19.7441101074219,2000020615
19,8,20.1760749816895,-20.9808654785156,2000020621
19,9,19.5166664123535,-22.4866333007813,2000020700
19,10,19.4392147064209,-24.3441162109375,2000020703
19,11,19.2960414886475,-26.1826477050781,2000020706
19,12,18.9975643157959,-27.9925842285156,2000020709
19,13,19.0000782012939,-29.485107421875,2000020712
19,14,18.7857837677002,-30.7130432128906,2000020715
19,15,18.0031566619873,-30.9978942871094,2000020718
26,39,24.0469818115234,-19.7166748046875,2000031900
26,40,24.0615921020508,-20.3252563476563,2000031903
26,41,23.5413246154785,-20.5927734375,2000031906
26,42,23.0656318664551,-20.7795104980469,2000031909
26,43,22.9776611328125,-21.1890258789063,2000031912
26,44,22.1627941131592,-21.216796875,2000031915
26,45,21.963249206543,-21.3061218261719,2000031918
26,46,21.7952651977539,-21.4928283691406,2000031921
26,47,21.5485210418701,-21.6200256347656,2000032000
26,48,21.3470134735107,-21.9385375976563,2000032003
26,49,21.1703433990479,-21.810302734375,2000032006
26,50,20.6727886199951,-20.3088684082031,2000032009
26,53,17.8170166015625,-20.8573608398438,2000032018
26,54,17.6020812988281,-20.19189453125,2000032021
36,17,5.0658860206604,-22.9812316894531,2000041109
36,18,5.3519811630249,-23.9593200683594,2000041112
36,19,5.56377696990967,-24.8097229003906,2000041115
36,20,5.25833702087402,-25.6643371582031,2000041118
36,21,5.0330810546875,-26.3525695800781,2000041121
36,22,5.23398303985596,-27.1889038085938,2000041200
36,23,5.62567901611328,-28.1393737792969,2000041203
36,24,5.39894676208496,-28.9139099121094,2000041206
36,25,4.7893648147583,-29.5130310058594,2000041209
36,29,4.78160190582275,-32.8590393066406,2000041221
