AirTemp,QV,Omega,SeaLevPress,UWinds,VWinds,LH,Time,Lat,Lon
17.0515686,10.32180712,0.000787976,1011.788047,-15.21656895,-1.557540774,0.62571452,2000041112,5.351981163,-23.95932007
17.21514282,10.36485378,-0.000740768,1010.280469,-14.15456104,-2.247800827,1.00140525,2000041115,5.56377697,-24.8097229
16.50771484,11.08491234,-0.000926905,1009.434766,-12.20936584,-1.255589604,1.257247757,2000041118,5.258337021,-25.66433716
16.053125,11.54724136,-0.001487701,1010.635,-10.94622707,-1.118563533,3.133527562,2000041121,5.033081055,-26.35256958
15.97265015,11.18547376,-4.27E-05,1012.061719,-11.21972847,-2.004463673,0.701786578,2000041200,5.23398304,-27.18890381
16.21065674,10.42938605,0.000287427,1010.526563,-11.70462418,-0.234320581,-0.123935658,2000041203,5.625679016,-28.13937378
16.45784912,10.39507799,0.000908484,1009.198906,-10.39626217,-0.362491667,-0.115290564,2000041206,5.398946762,-28.91390991
16.8149353,11.06643677,0.000976363,1010.040313,-9.820363998,-0.783011556,-0.138750253,2000041209,4.789364815,-29.51303101
17.06075439,8.499149233,-0.00046565,1009.415547,-10.05674171,-0.142528415,-0.002908101,2000041221,4.781601906,-32.85903931
17.22863159,12.9742818,-0.003666486,1007.765781,-4.628802776,-8.123166084,14.32224051,2000041006,5.917386055,-64.71417236
16.82039795,13.37917522,-0.002574748,1008.740859,-5.632448196,-8.842126846,3.210998978,2000041009,5.561445236,-64.06771851
16.50914917,13.23138084,-0.003025111,1010.267578,-10.85785675,-8.356592178,1.521682553,2000041012,5.247920036,-64.6968689
17.00484619,12.83429284,-0.002358006,1010.924844,-9.981494904,-3.476769924,7.159375772,2000041015,5.009757042,-65.60681152
17.43108521,13.48928642,0.000266732,1008.625469,-5.15441227,-1.564636827,0.843908871,2000041018,4.806757927,-65.79730225
17.95491943,11.61200926,0.001224324,1008.970313,-5.857195854,-0.543038309,-8.344343444,2000041100,4.905972004,-65.21374512
18.13686523,11.5128411,0.001871604,1010.122656,-3.689956427,0.013197422,-0.852586026,2000041103,4.970265865,-64.6736145
17.94463501,12.67026458,-0.001441648,1007.769297,-1.309279442,-2.357709408,5.452843336,2000041106,5.342523098,-64.25286865
17.69222412,12.24180404,-0.002844278,1009.082813,-2.208751202,-2.212956667,-0.559790013,2000041109,5.115656853,-65.44155884
18.52333984,14.45329003,-0.004784327,1008.014766,0.339462399,-0.373143286,36.6675566,2000041118,4.895137787,-67.10577393
17.80025635,10.20812988,0.001144108,1011.526484,-7.032478333,1.249727845,0.082617486,2000041703,6.34108305,-24.1088562
18.45705566,12.19940186,0.001582284,1011.246875,-5.274983406,3.333727837,0.125328731,2000041706,7.267029762,-25.66110229
18.75917969,11.7149353,7.58E-05,1013.018438,-6.247918606,3.717597008,-1.677838666,2000041709,7.760873795,-26.39523315
18.35250244,10.92720032,0.000335308,1014.145547,-7.683841228,3.784297943,-0.30425177,2000041712,8.176194191,-26.76025391
18.46090088,8.621496148,0.00024427,1011.114453,-15.10317039,2.140757084,0.082987128,2000041715,6.842261791,-25.55133057
18.86757813,8.789162152,-0.001102218,1009.408906,-14.39401054,2.056233644,0.533391733,2000041718,6.652447224,-25.97555542
17.88231812,9.47192125,-0.001277986,1011.379375,-11.72403622,2.330233574,1.484150067,2000041721,6.570075989,-26.76037598
