cost|feature_combination|train_MSE|test_MSE|train_r^2|test_r^2|train_acc|test_acc|train_F1|test_F1
1|['AirTemp', 'QV', 'Omega', 'UWinds', 'VWinds', 'dAirTemp']|0.12627450980392158|0.11755485893416928|0.49477764617206854|0.5279249415455649|0.8737254901960785|0.8824451410658307|0.8688925081433224|0.883720930232558
4|['AirTemp', 'QV', 'Omega', 'Lon', 'dAirTemp', 'dQV']|0.12274509803921568|0.11755485893416928|0.5088987678629113|0.5279249415455649|0.8772549019607843|0.8824451410658307|0.8716687166871668|0.883720930232558
4|['AirTemp', 'QV', 'Omega', 'dOmega', 'dSeaLevPress']|0.13411764705882354|0.11755485893416928|0.46339737574797346|0.5279249415455649|0.8658823529411764|0.8824451410658307|0.8609756097560975|0.883720930232558
1|['AirTemp', 'QV', 'Omega', 'Lon', 'dOmega', 'dVWinds']|0.13568627450980392|0.11912225705329153|0.45712132166315445|0.5216306074328391|0.864313725490196|0.8808777429467085|0.8583128583128583|0.8834355828220859
81|['AirTemp', 'QV', 'Omega', 'UWinds', 'dAirTemp', 'dVWinds']|0.10901960784313726|0.11912225705329153|0.5638142411050778|0.5216306074328391|0.8909803921568628|0.8808777429467085|0.8882636655948554|0.8834355828220859
49|['AirTemp', 'QV', 'Omega', 'UWinds', 'dQV', 'dVWinds']|0.11058823529411765|0.11912225705329153|0.5575381870202588|0.5216306074328391|0.8894117647058823|0.8808777429467085|0.88582995951417|0.8834355828220859
1|['AirTemp', 'QV', 'Omega', 'UWinds', 'VWinds', 'dQV']|0.12666666666666668|0.11755485893416928|0.4932086326508638|0.5279249415455649|0.8733333333333333|0.8824451410658307|0.8683245006114961|0.8833592534992224
4|['AirTemp', 'QV', 'Omega', 'Lon', 'dSeaLevPress', 'LifeTime']|0.12431372549019608|0.11755485893416928|0.5026227137780923|0.5279249415455649|0.875686274509804|0.8824451410658307|0.8704536166734778|0.8833592534992224
4|['AirTemp', 'Omega', 'UWinds', 'Lat', 'Lon', 'LifeTime']|0.12745098039215685|0.11912225705329153|0.4900706056084543|0.5216306074328391|0.8725490196078431|0.8808777429467085|0.8677248677248677|0.8830769230769231
81|['AirTemp', 'QV', 'Omega', 'UWinds', 'dUWinds', 'dVWinds']|0.10980392156862745|0.11912225705329153|0.5606762140626683|0.5216306074328391|0.8901960784313725|0.8808777429467085|0.8875502008032129|0.8830769230769231
1|['AirTemp', 'QV', 'Omega', 'UWinds', 'VWinds', 'dVWinds']|0.12823529411764706|0.11912225705329153|0.48693257856604477|0.5216306074328391|0.8717647058823529|0.8808777429467085|0.8671271840715157|0.8827160493827161
64|['AirTemp', 'QV', 'Omega', 'UWinds', 'dQV', 'dVWinds']|0.10745098039215686|0.11912225705329153|0.570090295189897|0.5216306074328391|0.8925490196078432|0.8808777429467085|0.888888888888889|0.8827160493827161
1|['AirTemp', 'QV', 'Omega', 'SeaLevPress', 'UWinds', 'Lon']|0.12823529411764706|0.11755485893416928|0.48693257856604477|0.5279249415455649|0.8717647058823529|0.8824451410658307|0.8665850673194615|0.8826291079812206
64|['AirTemp', 'QV', 'Omega', 'UWinds', 'WaveTrajectory', 'dVWinds']|0.11607843137254902|0.1206896551724138|0.5355719977233923|0.5153362733201132|0.883921568627451|0.8793103448275862|0.8802588996763754|0.8824427480916032
64|['AirTemp', 'Omega', 'Lat', 'Lon', 'dOmega', 'dVWinds']|0.11450980392156863|0.1206896551724138|0.5418480518082113|0.5153362733201132|0.8854901960784314|0.8793103448275862|0.8811074918566775|0.8824427480916032
1|['AirTemp', 'QV', 'Omega', 'Lon', 'dAirTemp', 'dOmega']|0.13568627450980392|0.11912225705329153|0.45712132166315445|0.5216306074328391|0.864313725490196|0.8808777429467085|0.8579638752052545|0.8823529411764706
100|['AirTemp', 'Omega', 'UWinds', 'VWinds', 'dAirTemp', 'dQV']|0.10862745098039216|0.11912225705329153|0.5653832546262827|0.5216306074328391|0.8913725490196078|0.8808777429467085|0.888080808080808|0.8823529411764706
1|['AirTemp', 'QV', 'Omega', 'UWinds', 'VWinds', 'dSeaLevPress']|0.13019607843137254|0.11912225705329153|0.479087510960021|0.5216306074328391|0.8698039215686274|0.8808777429467085|0.8648208469055373|0.8823529411764706
100|['AirTemp', 'Omega', 'UWinds', 'Lon', 'dAirTemp', 'dVWinds']|0.11019607843137255|0.11912225705329153|0.5591072005414636|0.5216306074328391|0.8898039215686274|0.8808777429467085|0.8858187728565624|0.8823529411764706
81|['AirTemp', 'Omega', 'dAirTemp', 'dQV', 'LifeTime']|0.12196078431372549|0.1206896551724138|0.5120367949053208|0.5153362733201132|0.8780392156862745|0.8793103448275862|0.8736286062576188|0.88208269525268
